RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
541321,"UGLY HOT Roasted Garlic, Jalapeno Hot Sauce",PT30M,PT30M,PT1H,"c(""garlic cloves"", ""salt"", ""red onion"", ""tomato sauce"", ""red wine vinegar"", ""lemon juice"")",7.8,0.1,0,0,88.1,1.6,0.5,1,0.3,"c(""Cut off stem of jalapenos and slice lengthwise."", ""Cut onions into chunks."", ""peel garlic cloves."", ""roast the jalapenos, garlic and onions in 425f oven until skin bubbles and begins to peel on jalapenos."", ""place roasted ingredients along with all other ingredients into food processor and puree until smooth."", ""push through fine mesh colander."", ""pour into bottles and use as desired."")"
541322,HEARTY VEGETABLE AND POTATO CHOWDER RECIPE,PT7H,PT15M,PT7H15M,"c(""vegetable broth"", ""russet potatoes"", ""onion"", ""garlic cloves"", ""dried thyme"", ""salt"")",155.7,4,0.9,0,611,26.3,4,3.6,4.5,"c(""Prep and clean the potatoes. Pull out the frozen mixed vegetables. Open can of creamy mushroom soup. Chop up the onion. Mince the garlic cloves. And measure out the dried thyme and salt."", ""Coat the inside of the slow cooker with the nonstick spray. This will help the soup to not stick to the slow cooker."", ""Add broth cream of mushroom soup, mixed veggies, chopped up potatoes, garlic, and thyme to the slow cooker. Stir well."", ""Cover and cook on low for 7 to 8 hours or on high for 3 to 4 hours. Check every so often to make sure it is not burning at the bottom of the pan."", 
""Let it sit for 15 minutes. Serve in a bowl and add Cheddar cheese shredded and Â½ teaspoon of Pepper as desired."")"
541323,SUPER EASY EGGS BENEDICT,PT15M,PT5M,PT20M,"c(""white vinegar"", ""olive oil"", ""English muffins"", ""back bacon"", ""paprika"")",90.6,3,1.5,5.1,104.4,12.9,1.1,1.1,2.6,"c(""Prepare Hollandaise sauce and keep it warm on the back burner at low temperature while cooking the other ingredients. In a large pot, add vinegar and bring water to a boil."", ""While the water gets boiling, place a griddle on medium heat. Add oil and 1 teaspoons clarified butter. Tilt the pan so the ingredients cover the entire bottom. When it gets hot, add English muffin halves pressing down slightly to adhere to the griddle; cook for 2 minutes or until golden. Flip and cook for an additio0l 2 minutes. Transfer on plates and set aside."", 
""Add the remaining teaspoons of butter and cook back bacon for 2 to 2 Â½ minutes or until golden. Flip and cook for another 2 to 2 Â½ minutes. Place each slice on top of an English muffin half; set aside."", ""Crack each egg in a ramekin or small bowl. When water is boiling, stir quickly to create a vortex (it prevents the white from spreading) and drop egg in the whirlpool; poach for 2 minutes. Using a slotted spoon, remove egg and place it on top of the Ca0dian back bacon. Spoon on the warm Hollandaise sauce and sprinkle with paprika. Makes 4 eggs benedict.""
)"
541324,Quick &amp; Easy Ba00 Muffins,PT20M,PT10M,PT30M,"c(""whole wheat flour"", ""baking powder"", ""baking soda"", ""salt"", ""ground cin0mon"", ""ground nutmeg"", ""ba00s"", ""unsalted butter"", ""brown sugar"", ""egg"", ""pure vanilla extract"", ""milk"", ""pecans"")",213.5,11.2,5.4,31.1,254.1,28.1,2.4,18,2.6,"c(""Preheat oven to 425Â°F (218Â°C). Spray a 12-count muffin pan with nonstick spray or use cupcake liners."", ""Whisk the flour, baking powder, baking soda, salt, cin0mon, and nutmeg together in a medium bowl. Set aside. In a large bowl or in the bowl of your stand mixer, mash the ba00s. On medium speed, beat or whisk in the melted butter, brown sugar, egg, vanilla extract, and milk. Pour the dry ingredients into the wet ingredients, then beat or whisk until combined. If adding nuts or chocolate chips, fold them in now. Batter will be thick."", 
""Spoon the batter into liners, filling them all the way to the top. Bake for 5 minutes at 425 then, keeping the muffins in the oven, reduce the oven temperature to 350Â°F (177Â°C). Bake for an additio0l 16-18 minutes or until a toothpick inserted in the center comes out clean. The total time these muffins take in the oven is about 21-23 minutes, give or take. (For mini muffins, bake 12-14 total minutes at 350Â°F (177Â°C).) Allow the muffins to cool for 5 minutes in the muffin pan, then transfer to a wire rack to continue cooling."", 
""Muffins stay fresh covered at room temperature for a few days or in the refrigerator for up to 1 week."")"
541325,Best Creamy Chicken Corn Chowder,PT10M,PT15M,PT25M,"c(""chicken breasts"", ""olive oil"", ""yellow onion"", ""bell peppers"", ""corn kernels"", ""chilies"", ""limes"", ""condensed chicken broth"", ""water"", ""corn tortilla strips"")",651.5,36.4,14.8,161.6,591.5,41.6,4.9,7.6,44.9,"c(""Quarter lime"", ""Dice onion."", ""Stem pablano pepper, seed, and cut into 1/2\"" dice."", ""Dice chicken and season with salt and pepper."", ""In a hot pot, add 2 tsp olive oil and chicken. Stir occasio0lly until browned on two sides. About  4-6 minute Transfer to a plate (Chicken will finish cooking in another step)."", ""Return the same pot to the heat add 2-4 tsp olive oil. Add peppers and onions.  Stir until slightly softened, 3-5 min."", ""Stir in corn and seasoning rub."", ""Add chicken and juices, cream corn, 1 cup of water, light cream and chicken broth base."", 
""Bring to a simmer."", ""Simmer,  stirring occasio0lly for 7 - 10 min or until chicken is fully cooked."", ""Gsrnish each bowl with cheese and tortilla strips. Squeeze lime wedges over to taste."")"
541326,CHOCOLATE LAVa CAKE With CARAMEL,PT12M,PT10M,PT22M,"c(""butter"", ""egg"", ""granulated sugar"", ""dark chocolate"", ""unsalted butter"", ""unbleached all-purpose flour"", ""fleur de sel"", ""confectioners' sugar"", ""raspberries"")",466.4,37.1,21.9,231.1,194.1,36.4,5.8,17.2,9.2,"c(""Preheat oven to 425ÂºF. Generously butter the inside of 2 (5 Â½ oz.) ramekins; set aside. In a medium mixing bowl, combine egg yolk, egg and sugar. Whisk until light, lemon colored and foamy; set aside."", ""In a medium pot filled with a little bit of water, place a bowl over (double boiler or Bain Marie). Place chocolate and butter; cook until melt, stirring occasio0lly, about 2 minutes. Pour chocolate mixture into egg mixture and whisk until well combined."", ""Add cocoa powder to egg mixture by using a fine mesh sieve over and tap or rub spoon until powder has passed through; stir until combined. Repeat with flour; stir until mixed. Add fleur de sell and stir until all the ingredients are very well combined."", 
""Fill up each ramekin about 1/3 of batter. Spoon caramel sauce in each and cover with the rest of the batter. Place ramekins on a baking sheet lined with a silicone mat. Bake to the preheated oven for 12 minutes."", ""Remove from the heat and let them rest for 4 minutes. Loosen the edges from the ramekin with a knife. Invert each cake onto a plate and dust with confectionersâ€™ sugar; garnish with raspberries and serve immediately."")"
541327,Eggplant Casserole,PT30M,PT45M,PT1H15M,"c(""lean ground beef"", ""onion"", ""bell pepper"", ""eggplant"", ""diced fire-roasted tomatoes"", ""tomato sauce"", ""ricotta cheese"", ""parmesan cheese"", ""egg"", ""garlic powder"")",334,20,10.6,124,393.5,10.6,3.5,4.4,28.1,"c(""In a large skillet saute ground beef, onion, bell pepper and mushrooms until meat is no longer pink.  Drain."", ""Add eggplant, tomatoes, tomato sauce, and seasonings and mix well,."", ""Cover and cook over medium low heat until eggplant is tender, about 30 minutes, stirring now and then.  Adjust seasonings as needed."", ""In a small bowl mix the egg, ricotta cheese and parmesan cheese."", ""Place half the eggplant mixture in a 2 quart casserole."", ""Top with half the cheese mixture."", ""Repeat layers."", 
""Bake at 375 degrees for 30 minutes or until nice and bubbly and top begins to brown."", ""Let rest 5 minutes before serving."")"
541328,Gluten Free Chicken Nuggets,PT20M,PT10M,PT30M,"c(""boneless skinless chicken"", ""onion powder"", ""garlic powder"", ""salt"", ""pepper"", ""mayon0ise"")",399.9,15,2.3,145.6,686.8,13.8,1.3,0.1,50.2,"c(""Preheat oven to 400Â°."", ""Cut chicken in nugget sized pieces."", ""Add all dry ingredients into a large Ziploc bag and crush until smooth."", ""Place mayon0ise (egg wash could be used here as well) in a bowl."", ""Dredge chicken through the mayon0ise until thinly coated and place into Ziploc."", ""Shake coating over chicken and place on a parchment lined cookie sheet."", ""Bake until cooked through and golden brown, around 20 minutes."")"
541329,Rhonda&rsquo;s Imitation Doan&rsquo;s Curry Chicken Soup,PT3H30M,PT30M,PT4H,"c(""chicken"", ""chicken broth"", ""water"", ""red curry paste"", ""coconut milk"", ""onion"", ""garlic cloves"", ""ginger"", ""lemongrass"", ""curry powder"", ""cayenne pepper"", ""sugar"", ""salt"", ""onion powder"", ""bay leaves"", ""olive oil"", ""limes"", ""fresh cilantro"")",729.5,45.9,20.7,113.4,1274.5,42.9,4,5.9,38.2,"c(""1)\tCut chicken into large 2-3â€ chunks."" , ""2)\tBrown chicken on all sides in small batches (use oil as needed)."", ""3)\tMove chicken to slow cooker."", ""4)\tChop onions."", ""5)\tAdd oil to pot on low heat and cook onion until soft, then add garlic and ginger until lightly brown."", ""6)\tAdd lemongrass, sugar, salt, cayenne, curry powder, onion powder and red curry paste to pot and stir."", ""7)\tAdd bay leaves and mixture from pot to slow cooker."", ""8)\tAdd chicken broth and water to the slow cooker and stir."", 
""9)\tSlow cook on low for 3 hours."", ""10)\tPrepare vermicelli per packet directions."", ""11)\tTurn slow cooker up to high."", ""12)\tAdd vermicelli, coconut milk, lime juice and cilantro and stir."", ""13)\tServe when warm through (5-10 min)."")"
541330,Rhonda&rsquo;s Green  Thai Curry,PT45M,PT30M,PT1H15M,"c(""chicken breast"", ""coconut milk"", ""green curry paste"", ""garlic"", ""fish sauce"", ""white sugar"", ""kaffir lime leaves"", ""bell pepper"", ""water chestnuts"", ""snow peas"", ""basil leaves"", ""lime"")",516.6,39.9,23.3,74.4,292.6,14.5,1.9,4.2,28.7,"c(""Cut chicken into approximately 1â€ cubes."", ""Heat oil in a heavy based skillet or pot over medium high heat."", ""Add curry paste, garlic, ginger and lemongrass and cook for 2 to 3 minutes until it mostly â€œdries outâ€ (donâ€™t breathe in the fumes)."", ""Add chicken broth and coconut milk â€“ mix to dissolve paste."", ""Add fish sauce, sugar and kaffir lime leaves.  Mix and bring to simmer."", ""Add chicken, stir, then lower heat to medium so itâ€™s bubbling gently.  Cook for 7 minutes."", ""Add bell pepper, water chestnuts.  Cook for 5 minutes."", 
""Add snow peas.  Cook two minutes, then stir through basil and lime juice."", ""Serve with rice."")"
541331,Rhonda&rsquo;s Red  Thai Curry,PT45M,PT30M,PT1H15M,"c(""chicken breast"", ""coconut milk"", ""red curry paste"", ""garlic"", ""fish sauce"", ""salt"", ""brown sugar"", ""zucchini"", ""snow peas"", ""bamboo shoots"")",477.7,32.8,22.4,73.5,2131.3,19.8,1.6,13.9,29.3,"c(""Cut chicken into approximately 1â€ cubes."", ""Combine 4 oz coconut milk, curry paste, garlic, ginger, lemongrass paste, stock, fish sauce, salt and sugar and bring to a boil."", ""Simmer for 15 minutes."", ""Add chicken, vegetables and remaining coconut milk and simmer an additio0l 15 minutes."", ""Add snow peas and stir in to heat just before serving."", ""Serve with rice."")"
541332,2-Hour Crescent Rolls,PT10M,PT15M,PT25M,"c(""water"", ""brown sugar"", ""milk"", ""flour"", ""eggs"", ""salt"", ""dry yeast"", ""butter"")",513.1,16.6,9.3,129.9,457.3,76.7,2.9,13.7,14.1,"c(""Mix eggs, water, sugar, and salt."", ""Add warm milk."", ""Mix yeast with one cup of flour in a small bowl."", ""Add the yeast and flour to the mixture."", ""Mix in the remaining cups of flour and knead for a couple minutes (you may need 1-3 cups more of flour.)."", ""Cover and let rise for 15-20 minutes."", ""Split the dough into 2 sections."", ""Roll out dough and brush with melted butter."", ""Cut dough into 12 pieces (if you want smaller rolls cut the bigger pieces in half.)."", ""Roll each section into a crescent shape and place on a greased baking sheet."", 
""Brush with butter before letting it rise for 15-30 minutes."", ""Bake 10 to 12 minutes at 400."", ""Enjoy! (best when warm)."")"
541333,Sausage & Biscuit Casserole,PT45M,PT45M,PT1H30M,"c(""breakfast sausage"", ""ba00 peppers"", ""cream cheese"", ""onion"", ""salt"", ""pepper"", ""garlic powder"")",1146.8,95.5,44.7,289.6,2129.8,17,5.4,6.7,55.9,"c(""Brown the sausage and reserve the grease for other uses."", ""Combine all of the ingredients except for the biscuit dough, and spread into a 9x13 pan or other casserole dish."", ""Spread the biscuit dough on top or place biscuit rounds on top."", ""Bake for 30 minutes or until bubbly."")"
541334,Easy Tater Tot Hotdish,PT55M,PT15M,PT1H10M,"c(""ground beef"", ""onion"", ""garlic clove"", ""celery"")",891.7,55.7,22.6,116.7,1527.9,62,6.7,2.1,38,"c(""In a large saucepan, mix ground beef, onions, celery and garlic over medium high heat until meat is browned. Salt and pepper to taste. Mix in the soup. Once evenly distributed, mix in the vegetables."", ""Spread into a greased 9x13 pan. Cover with tater tots."", ""Bake at 350 for 45 minutes."", ""Cover with shredded cheese and bake another 10 minutes, until golden."", ""Let rest 10 min before cutting."")"
